catalognumber,Morph,subject_Filename,institutioncode,eventdate,year,month,day,stateprovince,county,locality,decimallatitude,decimallongitude,Site,Clade,genus,specificepithet,Filename,SVL_mm,season,MAT,MAP
425625,S,USNM_9_30_19_morph_R0010057_01.jpg,USNM,5/12/57,1957,5,12,Virginia,Giles,"Jefferson National Forest, top of Potts Mountain, 3.9 mi (by road) NW of the turnoff to Mountain Lake Biological Station, on Salt Sulfur Turnpike (VA Route 613)",37.4122,-80.5228,VA_3,Southern,Plethodon,cinereus,R0010058,33.168,spring,9.8,1343
425626,U,USNM_9_30_19_morph_R0010082_02.jpg,USNM,5/12/57,1957,5,12,Virginia,Giles,"Jefferson National Forest, top of Potts Mountain, 3.9 mi (by road) NW of the turnoff to Mountain Lake Biological Station, on Salt Sulfur Turnpike (VA Route 613)",37.4122,-80.5228,VA_3,Southern,Plethodon,cinereus,R0010083,36.102,spring,9.8,1343
425627,S,USNM_9_30_19_morph_R0010006_10.jpg,USNM,5/12/57,1957,5,12,Virginia,Giles,"Jefferson National Forest, top of Potts Mountain, 3.9 mi (by road) NW of the turnoff to Mountain Lake Biological Station, on Salt Sulfur Turnpike (VA Route 613)",37.4122,-80.5228,VA_3,Southern,Plethodon,cinereus,R0010007,33.399,spring,9.8,1343
425628,S,USNM_9_30_19_morph_R0010080_08.jpg,USNM,5/12/57,1957,5,12,Virginia,Giles,"Jefferson National Forest, top of Potts Mountain, 3.9 mi (by road) NW of the turnoff to Mountain Lake Biological Station, on Salt Sulfur Turnpike (VA Route 613)",37.4122,-80.5228,VA_3,Southern,Plethodon,cinereus,R0010081,31.607,spring,9.8,1343
425629,S,USNM_9_30_19_morph_R0010032_08.jpg,USNM,5/12/57,1957,5,12,Virginia,Giles,"Jefferson National Forest, top of Potts Mountain, 3.9 mi (by road) NW of the turnoff to Mountain Lake Biological Station, on Salt Sulfur Turnpike (VA Route 613)",37.4122,-80.5228,VA_3,Southern,Plethodon,cinereus,R0010034,36.028,spring,9.8,1343
425630,S,NA,USNM,5/12/57,1957,5,12,Virginia,Giles,"Jefferson National Forest, top of Potts Mountain, 3.9 mi (by road) NW of the turnoff to Mountain Lake Biological Station, on Salt Sulfur Turnpike (VA Route 613)",37.4122,-80.5228,VA_3,Southern,Plethodon,cinereus,R0010099,32.052,spring,9.8,1343
425631,S,USNM_9_30_19_morph_R0010094_06.jpg,USNM,5/12/57,1957,5,12,Virginia,Giles,"Jefferson National Forest, top of Potts Mountain, 3.9 mi (by road) NW of the turnoff to Mountain Lake Biological Station, on Salt Sulfur Turnpike (VA Route 613)",37.4122,-80.5228,VA_3,Southern,Plethodon,cinereus,R0010095,39.554,spring,9.8,1343
425632,U,USNM_9_30_19_morph_R0010086_10.jpg,USNM,5/12/57,1957,5,12,Virginia,Giles,"Jefferson National Forest, top of Potts Mountain, 3.9 mi (by road) NW of the turnoff to Mountain Lake Biological Station, on Salt Sulfur Turnpike (VA Route 613)",37.4122,-80.5228,VA_3,Southern,Plethodon,cinereus,R0010087,43.262,spring,9.8,1343
425633,S,USNM_9_30_19_morph_R0010082_07.jpg,USNM,5/12/57,1957,5,12,Virginia,Giles,"Jefferson National Forest, top of Potts Mountain, 3.9 mi (by road) NW of the turnoff to Mountain Lake Biological Station, on Salt Sulfur Turnpike (VA Route 613)",37.4122,-80.5228,VA_3,Southern,Plethodon,cinereus,R0010083,47.595,spring,9.8,1343
425634,S,USNM_9_30_19_morph_R0010092_04.jpg,USNM,5/12/57,1957,5,12,Virginia,Giles,"Jefferson National Forest, top of Potts Mountain, 3.9 mi (by road) NW of the turnoff to Mountain Lake Biological Station, on Salt Sulfur Turnpike (VA Route 613)",37.4122,-80.5228,VA_3,Southern,Plethodon,cinereus,R0010093,44.632,spring,9.8,1343
425639,S,USNM_9_30_19_morph_R0010090_06.jpg,USNM,8/16/58,1958,8,16,Virginia,Giles,"Jefferson National Forest, top of Potts Mountain, 3.9 mi (by road) NW of the turnoff to Mountain Lake Biological Station, on Salt Sulfur Turnpike (VA Route 613)",37.4122,-80.5228,VA_3,Southern,Plethodon,cinereus,R0010091,44.21,summer,8.2,1115
425640,S,USNM_9_30_19_morph_R0010092_05.jpg,USNM,8/16/58,1958,8,16,Virginia,Giles,"Jefferson National Forest, top of Potts Mountain, 3.9 mi (by road) NW of the turnoff to Mountain Lake Biological Station, on Salt Sulfur Turnpike (VA Route 613)",37.4122,-80.5228,VA_3,Southern,Plethodon,cinereus,R0010093,39.57,summer,8.2,1115
425641,S,USNM_9_30_19_morph_R0010090_04.jpg,USNM,8/16/58,1958,8,16,Virginia,Giles,"Jefferson National Forest, top of Potts Mountain, 3.9 mi (by road) NW of the turnoff to Mountain Lake Biological Station, on Salt Sulfur Turnpike (VA Route 613)",37.4122,-80.5228,VA_3,Southern,Plethodon,cinereus,R0010091,41.617,summer,8.2,1115
425642,S,USNM_9_30_19_morph_R0010086_07.jpg,USNM,8/16/58,1958,8,16,Virginia,Giles,"Jefferson National Forest, top of Potts Mountain, 3.9 mi (by road) NW of the turnoff to Mountain Lake Biological Station, on Salt Sulfur Turnpike (VA Route 613)",37.4122,-80.5228,VA_3,Southern,Plethodon,cinereus,R0010087,46.514,summer,8.2,1115
425643,S,USNM_9_30_19_morph_R0010070_05.jpg,USNM,8/16/58,1958,8,16,Virginia,Giles,"Jefferson National Forest, top of Potts Mountain, 3.9 mi (by road) NW of the turnoff to Mountain Lake Biological Station, on Salt Sulfur Turnpike (VA Route 613)",37.4122,-80.5228,VA_3,Southern,Plethodon,cinereus,R0010071,42.657,summer,8.2,1115
425644,S,USNM_9_30_19_morph_R0010112_03.jpg,USNM,8/16/58,1958,8,16,Virginia,Giles,"Jefferson National Forest, top of Potts Mountain, 3.9 mi (by road) NW of the turnoff to Mountain Lake Biological Station, on Salt Sulfur Turnpike (VA Route 613)",37.4122,-80.5228,VA_3,Southern,Plethodon,cinereus,R0010113,45.161,summer,8.2,1115
425645,S,USNM_9_30_19_morph_R0010088_07.jpg,USNM,8/16/58,1958,8,16,Virginia,Giles,"Jefferson National Forest, top of Potts Mountain, 3.9 mi (by road) NW of the turnoff to Mountain Lake Biological Station, on Salt Sulfur Turnpike (VA Route 613)",37.4122,-80.5228,VA_3,Southern,Plethodon,cinereus,R0010089,47.732,summer,8.2,1115
425648,S,USNM_9_30_19_morph_R0010098_01.jpg,USNM,8/9/58,1958,8,9,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010075,25.757,summer,8.2,1118
425649,S,USNM_9_30_19_morph_R0010049_06.jpg,USNM,8/9/58,1958,8,9,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010050,34.716,summer,8.2,1118
425650,S,USNM_9_30_19_morph_R0010066_07.jpg,USNM,8/9/58,1958,8,9,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010067,34.607,summer,8.2,1118
425651,S,USNM_9_30_19_morph_R0010100_10.jpg,USNM,8/9/58,1958,8,9,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010101,36.073,summer,8.2,1118
425652,S,USNM_9_30_19_morph_R0010092_05_2.jpg,USNM,8/9/58,1958,8,9,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010093,44.414,summer,8.2,1118
425653,S,USNM_9_30_19_morph_R0010062_11.jpg,USNM,8/9/58,1958,8,9,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010063,32.958,summer,8.2,1118
425654,S,USNM_9_30_19_morph_R0010119_03.jpg,USNM,8/9/58,1958,8,9,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010120,33.59,summer,8.2,1118
425655,U,USNM_9_30_19_morph_R0010104_09.jpg,USNM,8/9/58,1958,8,9,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010105,35.136,summer,8.2,1118
425656,U,USNM_9_30_19_morph_R0010123_01.jpg,USNM,8/9/58,1958,8,9,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010124,41.73,summer,8.2,1118
425657,S,USNM_9_30_19_morph_R0010117_09.jpg,USNM,8/9/58,1958,8,9,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010118,37.533,summer,8.2,1118
425658,U,USNM_9_30_19_morph_R0010110_07.jpg,USNM,8/9/58,1958,8,9,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010111,40.577,summer,8.2,1118
425659,S,USNM_9_30_19_morph_R0010114_11.jpg,USNM,8/9/58,1958,8,9,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010115,39.271,summer,8.2,1118
425660,S,USNM_9_30_19_morph_R0010094_02.jpg,USNM,8/9/58,1958,8,9,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010095,41.463,summer,8.2,1118
425677,S,USNM_9_30_19_morph_R0010084_08.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010085,37.187,summer,9.7,1131
425678,S,NA,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010099,38.453,summer,9.7,1131
425679,S,USNM_9_30_19_morph_R0010026_03_2.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010027,45.011,summer,9.7,1131
425680,S,USNM_9_30_19_morph_R0010040_03.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010041,37.022,summer,9.7,1131
425681,U,USNM_9_30_19_morph_R0010064_06.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010065,43.298,summer,9.7,1131
425682,S,USNM_9_30_19_morph_R0010062_06.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010063,39.914,summer,9.7,1131
425683,S,USNM_9_30_19_morph_R0010078_07.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010079,43.284,summer,9.7,1131
425684,S,USNM_9_30_19_morph_R0010096_01.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010097,48.683,summer,9.7,1131
425686,S,USNM_9_30_19_morph_R0010072_05.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010073,35.479,summer,9.7,1131
425687,S,USNM_9_30_19_morph_R0010096_07.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010097,40.339,summer,9.7,1131
425688,S,USNM_9_30_19_morph_R0010006_05.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010007,42.35,summer,9.7,1131
425689,S,USNM_9_30_19_morph_R0010121_01.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010122,48.617,summer,9.7,1131
425690,S,USNM_9_30_19_morph_R0010110_03.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010111,45.619,summer,9.7,1131
425691,S,USNM_9_30_19_morph_R0010028_08_2.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010031,40.3,summer,9.7,1131
425692,S,USNM_9_30_19_morph_R0010028_07.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010031,45.724,summer,9.7,1131
425693,S,USNM_9_30_19_morph_R0010062_02.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010063,40.894,summer,9.7,1131
425694,S,USNM_9_30_19_morph_R0010125_05.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010126,45.324,summer,9.7,1131
425695,S,USNM_9_30_19_morph_R0010110_06.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010111,39.119,summer,9.7,1131
425696,S,USNM_9_30_19_morph_R0010028_06.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010031,44.613,summer,9.7,1131
425697,S,USNM_9_30_19_morph_R0010072_02.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010073,44.557,summer,9.7,1131
425698,S,USNM_9_30_19_morph_R0010008_04.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010010,36.152,summer,9.7,1131
425699,S,USNM_9_30_19_morph_R0010064_07.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010065,43.666,summer,9.7,1131
425700,S,USNM_9_30_19_morph_R0010038_03.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010039,40.739,summer,9.7,1131
425701,S,USNM_9_30_19_morph_R0010117_03.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010118,44.174,summer,9.7,1131
425702,S,USNM_9_30_19_morph_R0010100_03.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010101,48.558,summer,9.7,1131
425703,S,USNM_9_30_19_morph_R0010015_03.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010016,37.866,summer,9.7,1131
425704,S,USNM_9_30_19_morph_R0010045_06.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010046,40.795,summer,9.7,1131
425705,S,USNM_9_30_19_morph_R0010104_05.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010105,42.078,summer,9.7,1131
425706,U,USNM_9_30_19_morph_R0010028_04.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010031,42.323,summer,9.7,1131
425707,S,USNM_9_30_19_morph_R0010076_03.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010077,43.27,summer,9.7,1131
425708,S,USNM_9_30_19_morph_R0010112_04.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010113,45.281,summer,9.7,1131
425709,U,USNM_9_30_19_morph_R0010038_02.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010039,46.523,summer,9.7,1131
425710,S,USNM_9_30_19_morph_R0010023_07.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010024,23.835,summer,9.7,1131
425711,S,USNM_9_30_19_morph_R0010008_03_2.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010010,44.513,summer,9.7,1131
425713,S,USNM_9_30_19_morph_R0010035_02.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010036,44.563,summer,9.7,1131
425714,S,USNM_9_30_19_morph_R0010062_10.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010063,45.231,summer,9.7,1131
425715,S,USNM_9_30_19_morph_R0010042_08.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010044,40.585,summer,9.7,1131
425716,S,USNM_9_30_19_morph_R0010057_06.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010058,38.106,summer,9.7,1131
425717,S,USNM_9_30_19_morph_R0010094_04.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010095,45.424,summer,9.7,1131
425718,S,USNM_9_30_19_morph_R0010047_03.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010048,42.701,summer,9.7,1131
425719,S,USNM_9_30_19_morph_R0010008_08.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010010,37.887,summer,9.7,1131
425720,S,USNM_9_30_19_morph_R0010072_10.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010073,38.831,summer,9.7,1131
425721,S,USNM_9_30_19_morph_R0010045_09_2.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010046,39.902,summer,9.7,1131
425722,S,USNM_9_30_19_morph_R0010008_07.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010010,37.891,summer,9.7,1131
425723,U,USNM_9_30_19_morph_R0010015_01.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010016,43.104,summer,9.7,1131
425724,S,USNM_9_30_19_morph_R0010092_09.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010093,46.122,summer,9.7,1131
425725,S,USNM_9_30_19_morph_R0010040_09.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010041,44.16,summer,9.7,1131
425726,S,USNM_9_30_19_morph_R0010062_09.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010063,40.474,summer,9.7,1131
425727,S,USNM_9_30_19_morph_R0010015_02.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010016,43.313,summer,9.7,1131
425728,S,USNM_9_30_19_morph_R0010026_08.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010027,39.856,summer,9.7,1131
425729,S,NA,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010099,41.842,summer,9.7,1131
425730,S,USNM_9_30_19_morph_R0010114_05.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010115,37.287,summer,9.7,1131
425731,S,USNM_9_30_19_morph_R0010038_06_2.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010039,39.986,summer,9.7,1131
425732,S,USNM_9_30_19_morph_R0010015_06.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010016,41.493,summer,9.7,1131
425733,S,USNM_9_30_19_morph_R0010011_09.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010012,20.753,summer,9.7,1131
425734,S,USNM_9_30_19_morph_R0010035_06_2.jpg,USNM,8/6/59,1959,8,6,Virginia,Giles,"Jefferson National Forest, on West Virginia Road (VA Route 613), 1.5 mi (by road) NE of the top of Potts Mountain",37.4228,-80.5047,VA_3,Southern,Plethodon,cinereus,R0010036,39.773,summer,9.7,1131
